Lineage,Country,Localitynew,Latitude,Longitude_c,Island,Sex,Bill,Wing
Tyto alba,England,Kent,51.2,0.75,1,2,196,288
Tyto alba,England,Lancashire,53.8,-2.6,1,1,190,277
Tyto alba,England,Westwickham,51.38,-0.012,1,2,192,266
Tyto alba,England,Sheppeyisland,51.39,0.83,1,1,180,278
Tyto alba,England,TetneyLock,53.49,0.019,1,2,194,289
Tyto alba,England,Horsham,51.06,-0.33,1,NA,201,287
Tyto alba,England,Dumba,53.15,-0.2515,1,1,174,287
Tyto alba,England,Kent,51.2,0.7505,1,1,172,285
Tyto alba,England,Banbury,52.06,-1.34,1,NA,178,288
Tyto alba,England,Dorking,52.23,-0.33,1,1,188,273
Tyto alba,England,GreatYarmouth,52.6,1.73,1,1,188,290
Tyto alba,England,GreatYarmouth,52.6,1.7305,1,1,184,291
Tyto alba,England,GreatYarmouth,52.6,1.731,1,2,184,279
Tyto alba,England,GreatYarmouth,52.6,1.7315,1,2,210,289
Tyto alba,England,Burnlerf,53.79,-2.25,1,2,194,289
Tyto alba,England,LeightonBuzzard,51.92,-0.66,1,NA,181,277
Tyto alba,England,Longtown,54.89,-2.95,1,2,197,291
Tyto alba,England,Norfolk,52.7,0.97,1,NA,186,298
Tyto alba,England,SilverdaleUK,54.17,-2.83,1,2,197,293
Tyto alba,England,Somerset,51.18,-2.98,1,2,187,284
Tyto alba,England,Sussex,50.9,0.002,1,2,189,280
Tyto alba,England,Sussex,50.9,0.0025,1,NA,184,277
Tyto alba,England,Sussex,50.9,0.003,1,NA,192,287
Tyto alba,England,Sussex,50.9,0.0035,1,1,174,270
Tyto alba,England,Sussex,50.9,0.004,1,1,188,274
Tyto alba,England,Sussex,50.9,0.0045,1,1,185,283
Tyto alba,England,Sussex,50.9,0.005,1,2,187,289
Tyto alba,England,Sussex,50.9,0.0055,1,1,192,282
Tyto alba,England,Truro,50.26,-5.05,1,2,197,291
Tyto alba,England,Crohamhurst,51.35,0.07,1,1,185,277
Tyto alba,England,Beckley,50.99,0.64,1,2,171,269
Tyto alba,England,WestfieldUK,50.91,0.58,1,2,174,282
Tyto alba,England,Peterborough,52.56,-0.24,1,NA,193,275
Tyto alba,England,Brandon,52.45,0.62,1,2,192,286
Tyto alba,England,Essex,51.8,0.5,1,1,185,282
Tyto alba,England,Essex,51.8,0.5005,1,2,178,278
Tyto alba,England,Essex,51.8,0.501,1,1,191,290
Tyto alba,England,Hampton,51.42,-0.37,1,1,191,283
Tyto alba,England,Hampton,51.42,-0.3705,1,2,186,277
Tyto alba,England,Kent,51.2,0.751,1,1,181,285
Tyto alba,England,Kent,51.2,0.7515,1,2,181,294
Tyto alba,England,Norfolk,52.69,0.9705,1,1,180,286
Tyto alba,England,Norfolk,52.69,0.971,1,1,180,286
Tyto alba,England,BurrowBeck,54.3,-2.9805,1,2,195,286
Tyto alba,England,BurrowBeck,54.3,-2.98,1,1,190,283
Tyto alba,England,Abergele,53.28,-3.58,1,2,194,281
Tyto alba,England,Redruth,50.23,-5.22,1,NA,181,287
Tyto alba,England,Tebay,54.43,-2.59,1,NA,179,281
Tyto alba,England,Pilford,51.18,-0.75,1,2,198,292
Tyto alba,England,Dyfed,52.04,-4.31,1,2,180,285
Tyto alba,England,Hendon,51.58,-0.23,1,1,196,284
Tyto alba,England,GuernseyIsland,49.48,-2.58,1,1,183,282
Tyto alba,England,GuernseyIsland,49.48,-2.5805,1,2,183,275
Tyto alba,England,Portmadoc,52.93,-4.13,1,1,185,274
Tyto alba,England,Tring,51.8,-0.66,1,1,184,282
Tyto alba,England,Humberside,53.57,-0.35,1,2,187,284
Tyto alba,England,Carleton,53.85,-3.02,1,2,184,279
Tyto alba,England,Garstang,53.9,-2.77,1,1,195,279
Tyto alba,England,Scotforth,54.02,-2.7905,1,1,182,278
Tyto alba,England,Scotforth,54.02,-2.79,1,2,183,289
Tyto alba,England,Bradgate,52.7,-1.22,1,1,190,271
Tyto alba,England,Lincolnshire,53.15,-0.25,1,NA,197,281
Tyto alba,England,GibraltarPoint,53.11,0.33,1,NA,182,275
Tyto alba,England,Merseyside,53.38,-2.96,1,2,200,289
Tyto alba,England,Waterloo,53.48,-3.03,1,1,184,284
Tyto alba,England,Nottingham,52.94,-1.15,1,2,187,291
Tyto alba,England,Pitlochry,56.71,-3.73,1,2,201,275
Tyto alba,England,Pitlochry,56.71,-3.7325,1,NA,182,291
Tyto alba,England,Pitton,51.08,-1.7,1,2,199,299
Tyto alba,England,Bath,51.38,-2.36,1,1,186,281
Tyto alba,England,Berks,51.25,-1,1,2,191,282
Tyto alba,England,Bournemouth,50.73,-1.8805,1,1,194,282
Tyto alba,England,Brighton,50.83,-0.13,1,2,196,300
Tyto alba,England,Bucks,51.78,-0.8,1,2,200,285
Tyto alba,England,Bucks,51.78,-0.801,1,2,202,288
Tyto alba,England,Cambridge,52.2,0.121,1,1,177,283
Tyto alba,England,Cambridge,52.2,0.1215,1,1,177,276
Tyto alba,England,Cambridge,52.2,0.122,1,2,193,274
Tyto alba,England,Cambridge,52.2,0.123,1,2,193,279
Tyto alba,England,Cambridge,52.2,0.1235,1,NA,200,283
Tyto alba,England,Cambridge,52.2,0.124,1,NA,192,289
Tyto alba,England,Dumfriesshire,55.15,-3.5,1,2,194,287
Tyto alba,England,Herts,51.9,-0.2,1,NA,185,277
Tyto alba,England,HighamFerrers,52.3,-0.58,1,2,197,287
Tyto alba,England,LeadenhallMKT,51.3,-0.05,1,1,186,286
Tyto alba,England,Masham,54.22,-1.65,1,1,189,279
Tyto alba,England,Northamptonshire,52.31,0.87,1,2,197,278
Tyto alba,England,Northamptonshire,52.31,0.8705,1,1,174,282
Tyto alba,England,Norwich,52.62,1.2905,1,1,185,280
Tyto alba,England,Norwich,52.62,1.291,1,1,207,277
Tyto alba,England,Norwich,52.62,1.2915,1,2,201,282
Tyto alba,England,Norwich,52.62,1.2925,1,2,202,282
Tyto alba,England,Mill,53.15,-1.47,1,1,192,282
Tyto alba,England,Somerset,51.18,-2.9805,1,NA,186,284
Tyto alba,England,Somerset,51.18,-2.9815,1,NA,182,266
Tyto alba,England,Somerset,51.18,-2.982,1,1,187,282
Tyto alba,England,Somerset,51.18,-2.9825,1,1,190,277
Tyto alba,England,Somerset,51.18,-2.983,1,2,196,287
Tyto alba,England,Somerset,51.18,-2.9835,1,2,178,281
Tyto alba,England,Somerset,51.18,-2.984,1,2,182,285
Tyto alba,England,Somerset,51.18,-2.9845,1,1,182,282
Tyto alba,England,Somerset,51.18,-2.985,1,1,184,282
Tyto alba,England,Somerset,51.18,-2.9855,1,2,192,277
Tyto alba,England,Somerset,51.18,-2.986,1,2,189,281
Tyto alba,England,Somerset,51.18,-2.9865,1,2,191,282
Tyto alba,England,Somerset,51.18,-2.987,1,1,189,277
Tyto alba,England,StAlbans,51.76,-0.34,1,1,181,267
Tyto alba,England,StYarmouth,52.6,1.71,1,2,180,275
Tyto alba,England,StYarmouth,52.6,1.7105,1,1,185,282
Tyto alba,England,StYarmouth,52.6,1.711,1,1,196,281
Tyto alba,England,Sussex,50.9,0.006,1,1,188,280
Tyto alba,England,Sussex,50.9,0.0065,1,1,186,282
Tyto alba,England,Sussex,50.9,0.007,1,2,184,275
Tyto alba,England,Sussex,50.9,0.0075,1,NA,204,277
Tyto alba,England,Sussex,50.9,0.008,1,2,178,277
Tyto alba,England,Sussex,50.9,0.0085,1,1,184,275
Tyto alba,England,Sussex,50.9,0.009,1,1,186,286
Tyto alba,England,Sussex,50.9,0.0095,1,2,190,290
Tyto alba,England,Sussex,50.9,0.01,1,2,190,289
Tyto alba,England,Sussex,50.9,0.0105,1,1,199,280
Tyto alba,England,Sussex,50.9,0.011,1,1,190,276
Tyto alba,England,Sussex,50.9,0.0115,1,2,183,266
Tyto alba,England,Sussex,50.9,0.012,1,NA,189,287
Tyto alba,England,Sussex,50.9,0.0125,1,NA,187,277
Tyto alba,England,Sussex,50.9,0.013,1,2,190,281
Tyto alba,England,Tring,51.8,-0.6605,1,1,198,280
Tyto alba,England,Tring,51.8,-0.661,1,1,189,283
Tyto alba,England,Tring,51.8,-0.6615,1,2,195,280
Tyto alba,England,Tring,51.8,-0.662,1,1,170,272
Tyto alba,England,Tring,51.8,-0.6625,1,2,202,277
Tyto alba,England,Tring,51.8,-0.663,1,1,177,276
Tyto alba,England,Tring,51.8,-0.6635,1,2,199,267
Tyto alba,England,Tring,51.8,-0.6645,1,2,189,286
Tyto alba,England,Suffolk,52.1,1,1,NA,192,287
Tyto alba,England,Durham,54.77,-1.5805,1,NA,215,310
Tyto alba,England,Rufford,53.63,-2.82,1,1,194,292
Tyto alba,England,Kirkby,53.48,-2.89,1,2,190,286
Tyto alba,England,DittonCamb,52.22,0.17,1,2,202,288
Tyto alba,England,Avington,51.08,-1.2405,1,2,196,290
Tyto alba,England,Basingstoke,51.26,-1.09,1,2,181,279
Tyto alba,England,Berks,51.25,-1.001,1,2,181,268
Tyto alba,England,Berks,51.25,-1.002,1,1,178,276
Tyto alba,England,Berks,51.25,-1.0005,1,2,164,277
Tyto alba,England,Berks,51.25,-1.0015,1,1,194,279
Tyto alba,England,Bucks,51.78,-0.8005,1,2,190,270
Tyto alba,England,Cambridgeshire,52.32,0.04,1,NA,183,253
Tyto alba,England,Cookham,51.55,-0.71,1,1,187,289
Tyto alba,England,Cookham,51.55,-0.7105,1,1,199,287
Tyto alba,England,Cookham,51.55,-0.711,1,2,197,301
Tyto alba,England,CoombeWood,51.36,-0.07,1,NA,192,274
Tyto alba,England,Cornwall,50.3,-4.9,1,1,189,280
Tyto alba,England,Dorset,50.8,-2.3,1,2,190,279
Tyto alba,England,Down,51.36,-2.34,1,2,188,281
Tyto alba,England,Earlsfield,51.46,-0.19,1,2,189,288
Tyto alba,England,Essex,51.8,0.5015,1,NA,181,277
Tyto alba,England,Foulnessisland,51.6,0.9,1,1,194,275
Tyto alba,England,GloucesterUK,51.87,-2.24,1,NA,186,266
Tyto alba,England,Hampshire,51.1,-1.2,1,1,199,273
Tyto alba,England,Hampshire,51.1,-1.2005,1,1,189,292
Tyto alba,England,Hampshire,51.1,-1.201,1,1,185,278
Tyto alba,England,Hampshire,51.1,-1.2015,1,1,188,292
Tyto alba,England,Hampshire,51.1,-1.202,1,2,191,288
Tyto alba,England,Avington,51.08,-1.24,1,NA,200,283
Tyto alba,England,Clatford,51.17,-1.49,1,2,206,285
Tyto alba,England,Herefordshire,52.03,-2.42,1,1,181,282
Tyto alba,England,Herefordshire,52.03,-2.4205,1,2,198,288
Tyto alba,England,Kent,51.2,0.752,1,1,186,258
Tyto alba,England,Kent,51.2,0.7525,1,2,196,274
Tyto alba,England,Kent,51.2,0.753,1,1,189,296
Tyto alba,England,Kent,51.2,0.7535,1,2,199,272
Tyto alba,England,Kent,51.2,0.754,1,2,189,297
Tyto alba,England,Kent,51.2,0.7545,1,2,189,297
Tyto alba,England,Kent,51.2,0.755,1,1,194,270
Tyto alba,England,Lincolnshire,53.15,-0.2505,1,2,201,278
Tyto alba,England,Norfolk,52.69,0.972,1,1,188,281
Tyto alba,England,Norfolk,52.69,0.9725,1,1,190,282
Tyto alba,England,Norfolk,52.69,0.973,1,1,194,292
Tyto alba,England,Norfolk,52.69,0.9735,1,2,204,291
Tyto alba,England,Norfolk,52.69,0.974,1,1,194,282
Tyto alba,England,Norfolk,52.69,0.9745,1,2,196,284
Tyto alba,England,Norfolk,52.69,0.975,1,1,189,272
Tyto alba,England,Norfolk,52.69,0.9755,1,2,202,284
Tyto alba,England,Norfolk,52.69,0.976,1,1,187,281
Tyto alba,England,Norfolk,52.69,0.9765,1,2,207,278
Tyto alba,England,Norwich,52.62,1.293,1,2,198,296
Tyto alba,England,Northamptonshire,52.31,0.871,1,NA,188,291
Tyto alba,England,Oxfordshire,51.75,-1.35,1,2,193,289
Tyto alba,England,Sheppeyisland,51.39,0.8305,1,1,178,262
Tyto alba,England,Shropshire,52.65,-2.77,1,2,190,278
Tyto alba,England,Shropshire,52.65,-2.7705,1,1,197,287
Tyto alba,England,Somerset,51.18,-2.9875,1,2,201,273
Tyto alba,England,Somerset,51.18,-2.988,1,2,195,297
Tyto alba,England,Somerset,51.18,-2.9885,1,2,208,287
Tyto alba,England,Somerset,51.18,-2.989,1,1,194,277
Tyto alba,England,Somerset,51.18,-2.9895,1,1,189,277
Tyto alba,England,Somerset,51.18,-2.99,1,2,203,290
Tyto alba,England,Somerset,51.18,-2.9905,1,2,205,280
Tyto alba,England,Sterts,50.3,-4.9005,1,2,194,280
Tyto alba,England,Suffolk,52.1,1.0005,1,2,190,282
Tyto alba,England,Suffolk,52.1,1.001,1,2,177,280
Tyto alba,England,Suffolk,52.1,1.0015,1,1,187,289
Tyto alba,England,Suffolk,52.1,1.002,1,1,182,278
Tyto alba,England,Suffolk,52.1,1.0025,1,2,200,283
Tyto alba,England,Suffolk,52.1,1.003,1,2,188,267
Tyto alba,England,Suffolk,52.1,1.0035,1,1,176,273
Tyto alba,England,SurreyUK,51.25,-0.4,1,1,190,282
Tyto alba,England,SurreyUK,51.25,-0.4005,1,2,216,258
Tyto alba,England,Sussex,50.9,0.0135,1,1,188,274
Tyto alba,England,Sussex,50.9,0.014,1,1,181,284
Tyto alba,England,Sussex,50.9,0.0145,1,2,203,281
Tyto alba,England,Thames,51.53,0.32,1,1,193,275
Tyto alba,England,Yorkshire,54.1,-1.3505,1,2,203,278
Tyto alba,England,WestAvington,50.28,-3.8,1,1,202,280
Tyto alba,England,Wissinton,51.54,-0.46,1,1,194,283
Tyto alba,England,WiddimoreMalborough,51.42,-1.72,1,2,193,295
Tyto alba,England,HayUK,52.07,-3.13,1,2,191,283
Tyto alba,England,Beckingham,53.4,-0.83,1,1,195,277
Tyto alba,England,Beckingham,53.4,-0.8305,1,NA,190,280
Tyto alba,England,Norwich,52.62,1.2935,1,NA,196,278
Tyto alba,England,Kent,51.2,0.7555,1,2,196,266
Tyto alba,England,Sarsden,51.91,-1.58,1,2,182,280
Tyto alba,England,Lincolnshire,53.15,-0.251,1,1,189,281
Tyto alba,England,HaylingIsland,50.79,-0.97,1,2,199,300
Tyto alba,England,Epping,51.7,0.11,1,NA,200,292
Tyto alba,England,KingsbridageUK,50.28,-3.78,1,1,195,287
Tyto alba,England,KingsbridageUK,50.28,-3.7805,1,1,186,260
Tyto alba,England,KingsbridageUK,50.28,-3.781,1,1,200,284
Tyto alba,England,KingsbridageUK,50.28,-3.7815,1,1,183,280
Tyto alba,England,Hants,51.07,-1.18,1,1,194,297
Tyto alba,England,Singleton,53.84,-2.94,1,1,200,277
Tyto alba,England,Faversham,51.31,-0.89,1,1,183,277
Tyto alba,England,Sussex,50.9,0.0155,1,2,205,273
Tyto alba,England,Faversham,51.31,-0.8905,1,NA,182,276
Tyto alba,England,ChewValleyLake,51.2,-2.3705,1,1,193,280
Tyto alba,England,Avonmouth,51.5,-2.7,1,2,195,286
Tyto alba,England,Portbury,51.47,-2.72,1,NA,187,274
Tyto alba,England,Portishead,51.48,-2.76,1,2,184,281
Tyto alba,England,ChewValleyLake,51.2,-2.37,1,NA,200,279
Tyto alba,England,Bitton,51.42,-2.46,1,2,192,297
Tyto alba,England,AbbotsLeigh,51.46,-2.66,1,2,194,284
Tyto alba,England,SheptonMiallet,51.19,-2.55,1,1,185,274
Tyto alba,England,Avonmouth,51.5,-2.7005,1,1,189,277
Tyto alba,England,Bristol,51.45,-2.5805,1,NA,197,292
Tyto alba,England,Netheravon,51.24,-1.78,1,NA,208,288
Tyto alba,England,Netheravon,51.24,-1.7805,1,NA,205,278
Tyto alba,England,Mousehole,50.08,-5.56,1,NA,194,289
Tyto alba,England,Marksbury,51.36,-2.48,1,2,188,290
Tyto alba,England,Blandford,50.86,-2.16,1,2,189,284
Tyto alba,England,Stolford,51.19,-3.1,1,2,187,287
Tyto alba,England,Portishead,51.48,-2.7605,1,2,197,295
Tyto alba,England,Salisbury2,51.07,-1.79,1,2,194,289
Tyto alba,England,Truro,50.26,-5.0505,1,1,195,283
Tyto alba,England,Stockbridge,51.11,-1.49,1,2,191,272
Tyto alba,England,Wrabness,51.94,1.1705,1,1,186,289
Tyto alba,England,Wrabness,51.94,1.17,1,2,191,285
Tyto alba,England,BordeHill,50.95,0.2,1,2,189,300
Tyto alba,England,BordeHill,50.95,0.2005,1,2,192,288
Tyto alba,England,LongStratton,52.49,1.23,1,1,189,283
Tyto alba,England,Cley,52.57,1.03,1,2,193,285
Tyto alba,England,Balsham,52.13,0.32,1,1,207,284
Tyto alba,England,Littletown,53.21,-2.83,1,2,185,270
Tyto alba,England,Pagham,50.77,-0.76,1,NA,187,291
Tyto alba,England,Manchester,53.46,-2.24,1,1,196,285
Tyto alba,England,NewMills,53.37,-2.01,1,NA,190,283
Tyto alba,England,London,51.41,-0.12,1,1,189,285
Tyto alba,England,Cookham,51.55,-0.7115,1,1,195,281
Tyto alba,England,Kent,51.2,0.756,1,NA,194,276
Tyto alba,England,Sevenoaks,51.28,0.1705,1,1,180,283
Tyto alba,England,Cambridge,52.2,0.1245,1,2,207,278
Tyto alba,England,Kent,51.2,0.7565,1,2,199,288
Tyto alba,England,OusdenNewmarket,52.21,0.55,1,NA,189,269
Tyto alba,England,Uckfield,50.97,0.1,1,NA,189,283
Tyto alba,England,Peamarsh,50.98,0.69,1,2,191,286
Tyto alba,England,Peamarsh,50.98,0.6905,1,1,185,278
Tyto alba,England,Peamarsh,50.98,0.691,1,1,193,281
Tyto alba,England,Rougham,52.23,0.79,1,2,191,277
Tyto alba,England,Romney,50.99,0.94,1,2,193,288
Tyto alba,England,Kemsin,51.31,0.22,1,1,192,285
Tyto alba,England,Sevenoaks,51.28,0.171,1,2,193,288
Tyto alba,England,Halstead,51.95,0.64,1,2,197,292
Tyto alba,England,Ixworth,52.3,0.83,1,2,195,273
Tyto alba,England,Friskney,53.08,0.18,1,NA,193,280
Tyto alba,England,Soandecombe,51,0,1,2,193,286
Tyto alba,England,StMargis,51.28,0.19,1,2,197,287
Tyto alba,England,Hawkhurst,51.05,0.52,1,2,187,280
Tyto alba,England,Sevenoaks,51.28,0.172,1,1,185,285
Tyto alba,England,BuryStEdmunds,52.23,0.72,1,2,201,289
Tyto alba,England,Sevenoaks,51.28,0.1725,1,1,180,284
Tyto alba,England,Sevenoaks,51.28,0.173,1,1,191,289
Tyto alba,England,Sevenoaks,51.28,0.1735,1,1,189,293
Tyto alba,England,Kent,51.2,0.757,1,1,184,285
Tyto alba,England,Sevenoaks,51.28,0.174,1,1,190,279
Tyto alba,England,Ashford,51.15,0.87,1,1,189,286
Tyto alba,England,Newbury,51.4,-1.32,1,1,197,287
Tyto alba,England,Sheppeyisland,51.39,0.8315,1,1,205,282
Tyto alba,England,RyeHarbour,50.94,0.76,1,2,204,284
Tyto alba,England,Tenterden,51.07,0.69,1,1,190,288
Tyto alba,England,WestfieldUK,50.91,0.5805,1,NA,200,298
Tyto alba,England,WestfieldUK,50.91,0.581,1,1,200,286
Tyto alba,England,Sheppeyisland,51.39,0.832,1,2,193,285
Tyto alba,England,Sevenoaks,51.28,0.1745,1,2,188,288
Tyto alba,England,Sevenoaks,51.28,0.175,1,1,186,283
Tyto alba,England,Sevenoaks,51.28,0.1755,1,1,193,293
Tyto alba,England,Kent,51.2,0.7575,1,2,188,285
Tyto alba,England,Sevenoaks,51.28,0.176,1,2,177,289
Tyto alba,England,Kent,51.2,0.758,1,1,190,282
Tyto alba,England,Icklesham,50.92,0.67,1,1,186,286
Tyto alba,England,Lyminge,51.13,1.09,1,1,187,283
Tyto alba,England,Darlington,54.52,-1.56,1,2,175,266
Tyto alba,England,Cramlington,55.08,-1.59,1,1,183,283
Tyto alba,England,Alwinton,55.35,-2.11,1,NA,191,291
Tyto alba,England,BlackdownHills,50.93,-3.23,1,NA,190,287
Tyto alba,England,Yarmouth,54.53,-2.56,1,1,190,285
Tyto alba,England,RidingMill,54.95,-1.98,1,NA,196,294
Tyto alba,England,Greenhead,54.98,-2.52,1,2,199,278
Tyto alba,England,PaddaBurn,54.55,-2.48,1,1,192,288
Tyto alba,England,Northumberland,55.1,-2,1,1,188,285
Tyto alba,England,JesmondDeneNde,54.99,-1.59,1,1,179,276
Tyto alba,England,Wetherby,53.47,-1.33,1,2,185,286
Tyto alba,England,Stocksfield,54.95,-1.91,1,NA,210,289
Tyto alba,England,Belline,54.99,-1.79,1,NA,185,299
Tyto alba,England,Heddon,54.99,-1.7905,1,NA,199,294
Tyto alba,England,Morpeth,55.16,-1.68,1,NA,185,296
Tyto alba,England,ChurchPit,52.11,-1.48,1,1,190,300
Tyto alba,England,Northumberland,55.1,-2.0005,1,NA,180,290
Tyto alba,England,BetwickuponTweed,55.78,-2.03,1,2,196,295
Tyto alba,England,NewcastleEN,55.01,-1.62,1,NA,194,289
Tyto alba,England,Wooperton,55.4,-2,1,1,198,287
Tyto alba,England,Melmerby,54.73,-2.6,1,2,187,278
Tyto alba,England,NewyorkUK,55.02,-1.48,1,1,193,282
Tyto alba,England,Morpeth,55.16,-1.6805,1,1,184,278
Tyto alba,England,Northumberland,55.1,-2.001,1,NA,196,299
Tyto alba,England,Morpeth,55.16,-1.681,1,2,190,277
Tyto alba,England,HolyNLand,55.16,-1.6825,1,NA,190,290
Tyto alba,England,Wartdley,52.6,-0.78,1,1,183,285
Tyto alba,England,Hexham,54.58,-2.05,1,2,194,288
Tyto alba,England,Elrington,54.97,-2.22,1,1,197,282
Tyto alba,England,Gateshead,54.95,-1.6,1,2,199,282
Tyto alba,England,Morpeth,55.16,-1.6815,1,NA,199,297
Tyto alba,England,Shiremoor,55.04,-1.5,1,1,206,285
Tyto alba,England,Morpeth,55.16,-1.682,1,NA,195,286
Tyto alba,Ireland,Dublin,53.33,-6.25,1,2,202,283
Tyto alba,Ireland,Dublin,53.33,-6.2505,1,2,186,288
Tyto alba,Ireland,Ballyferriter,52.16,-10.4,1,1,181,287
Tyto alba,Ireland,KilKenny,52.65,-7.25,1,1,191,278
Tyto alba,Ireland,Dublin,53.33,-6.251,1,1,174,279
Tyto alba,Ireland,Kildare,53.2,-6.83,1,2,186,277
Tyto alba,Ireland,Memth,53.15,-6.91,1,2,189,277
Tyto alba,Ireland,Tipperary,52.47,-8.16,1,2,209,274
Tyto alba,Ireland,Tipperary,52.47,-8.1605,1,2,195,282
Tyto alba,Ireland,Wicklow,52.98,-6.04,1,1,198,283
Tyto alba,Ireland,Wicklow,52.98,-6.0405,1,2,180,267
Tyto alba,Ireland,Antrim,54.72,-6.2105,1,NA,181,289
Tyto alba,Ireland,Antrim,54.72,-6.2,1,NA,179,278
Tyto alba,Ireland,Apshire,53.15,-6.9105,1,2,191,286
Tyto alba,Ireland,Doncaster,53.15,-6.911,1,1,189,294
Tyto alba,Ireland,Dublin,53.33,-6.2515,1,1,182,286
Tyto alba,Ireland,Mayo,53.93,-9.28,1,2,197,280
Tyto alba,Ireland,Meath,53.66,-6.66,1,2,199,290
Tyto alba,Ireland,Ireland,53.25,-8,1,NA,189,278
Tyto alba,Ireland,Waterford,52.23,-7.14,1,1,189,271
Tyto alba,England,Yorkshire,54.1,-1.35,1,1,196,308
Tyto alba,Ireland,Whiteabbey,54.67,-5.91,1,1,190,289
Tyto alba,Ireland,NorthSlob,52.37,-6.39,1,2,200,286
Tyto alba,Ireland,Donegal,54.64,-8.11,1,NA,180,274
Tyto alba,Ireland,Ballymacelli,52.2,-9.6,1,2,198,297
Tyto alba,Ireland,Richhill,54.37,-6.55,1,1,209,263
Tyto alba,Ireland,Belfast,54.59,-5.9,1,1,180,277
Tyto alba,Ireland,Aughniacolly,54.41,-6.97,1,1,202,286
Tyto alba,Ireland,Belfast,54.59,-5.901,1,1,198,275
Tyto alba,Ireland,Belfast,54.59,-5.9035,1,2,192,287
Tyto alba,Ireland,RathlinIsland,55.29,-6.19,1,2,182,291
Tyto alba,Ireland,Dunmurry,54.55,-6,1,NA,200,288
Tyto alba,Ireland,Ballywater,54.53,-5.48,1,2,213,285
Tyto alba,Ireland,Belfast,54.59,-5.9015,1,NA,202,284
Tyto alba,Ireland,RathlinIsland,55.29,-6.1905,1,NA,178,278
Tyto alba,Ireland,Belfast,54.59,-5.9025,1,1,182,275
Tyto alba,Ireland,Thurles,52.68,-7.81,1,NA,203,293
Tyto alba,Ireland,Dublin,53.33,-6.2525,1,1,189,289
Tyto alba,Ireland,Ireland,53.25,-8.001,1,NA,181,282
Tyto alba,Ireland,Dublin,53.33,-6.253,1,1,187,290
Tyto alba,Ireland,Ennis,52.85,-8.98,1,2,198,288
Tyto alba,Ireland,Cappagh,54.54,-6.92,1,NA,192,281
Tyto alba,Ireland,Wicklow,52.98,-6.0415,1,2,207,279
Tyto alba,Ireland,Cornafean,53.94,-7.35,1,NA,185,279
Tyto alba,Ireland,Cavan,53.99,-7.35,1,NA,201,285
Tyto alba,Ireland,Waterville,51.83,-10.17,1,2,177,280
Tyto alba,Ireland,Edenderry,53.35,-7.05,1,2,192,279
Tyto alba,Ireland,Sword,53.45,-6.22,1,2,195,275
Tyto alba,Ireland,Wicklow,52.98,-6.042,1,1,205,284
Tyto alba,Ireland,Dublin,53.33,-6.2535,1,2,210,282
Tyto alba,Ireland,Dublin,53.33,-6.254,1,1,189,270
Tyto alba,Ireland,Kellymeal,54.5,-6.77,1,1,205,281
Tyto alba,Ireland,Waterford,52.23,-7.1405,1,2,193,279
Tyto alba,Ireland,Waterford,52.23,-7.141,1,1,199,285
Tyto alba,Ireland,Belfast,54.59,-5.903,1,2,189,282
Tyto alba,Ireland,Dublin,53.33,-6.2545,1,1,202,279
Tyto alba,Ireland,Kilbaha,52.59,-9.79,1,1,197,286
Tyto alba,Ireland,Kildare,53.2,-6.8305,1,2,179,279
Tyto alba,Ireland,Dublin,53.33,-6.255,1,1,208,282
Tyto alba,Ireland,Fethard,52.47,-7.7,1,NA,199,286
Tyto alba,Ireland,Dublin,53.33,-6.2555,1,1,187,290
Tyto alba,Ireland,Fethard,52.47,-7.7005,1,1,189,283
Tyto alba,Ireland,MaryboroughIR,53.03,-7.33,1,1,186,289
Tyto alba,Ireland,Dublin,53.33,-6.256,1,1,194,287
Tyto alba,Ireland,Malahide,53.45,-6.16,1,1,176,290
Tyto alba,Ireland,Powerscourt,53.15,-6.21,1,1,198,283
Tyto alba,Ireland,Tipperary,52.47,-8.161,1,2,197,298
Tyto alba,Ireland,Tipperary,52.47,-8.1615,1,1,200,281
Tyto alba,Ireland,Tipperary,52.47,-8.162,1,2,199,291
Tyto alba,Ireland,Tipperary,52.47,-8.1625,1,2,194,283
Tyto alba,Ireland,Cork,51.9,-8.4905,1,2,184,288
Tyto alba,Ireland,Tipperary,52.47,-8.163,1,1,204,298
Tyto alba,Ireland,Strancally,52.06,-7.87,1,1,183,303
Tyto alba,Ireland,Cork,51.9,-8.49,1,2,189,301
Tyto alba,Ireland,Tipperary,52.47,-8.1635,1,2,194,293
Tyto alba,Ireland,Louth,53.94,-6.5,1,1,192,301
Tyto alba,Ireland,Doneraile,52.21,-8.59,1,2,201,279
Tyto alba,Ireland,Castleisland,52.23,-9.49,1,1,193,301
Tyto alba,Ireland,Ardfert,52.32,-9.77,1,1,202,302
Tyto alba,Ireland,Tipperary,52.47,-8.164,1,1,183,297
Tyto alba,Ireland,Rosgerstown,53.49,-6.15,1,2,201,305
Tyto alba,Ireland,Durrow,52.84,-7.39,1,1,192,303
Tyto alba,Ireland,Limerick,52.56,-8.63,1,1,187,296
Tyto alba,Ireland,Curraghprevin,52.05,-8.32,1,2,181,305
Tyto alba,Ireland,Curraghprevin,52.05,-8.3205,1,2,187,300
Tyto alba,Ireland,Tralee,52.25,-9.69,1,2,195,292
Tyto alba,Ireland,Urlingford,52.72,-7.58,1,1,194,290
