Lineage,Country,Localitynew,Latitude,Longitude_c,Island,Sex,Bill,Wing
Tyto furcata,USA_Maryland,OxonHill,38.79,-76.97,0,1,230,332
Tyto furcata,USA_Maryland,RockyRidge,39.6,-77.32,0,1,213,326
Tyto furcata,USA_Maryland,SmithIsland,37.98,-76.03,1,2,248,350
Tyto furcata,USA_Maryland,Bozman,38.77,-76.27,0,2,212,328
Tyto furcata,USA_Maryland,TalbotWittman,38.8,-76.3,0,1,213,348
Tyto furcata,USA_Massachusetts,MarthaVineyardIsland,41.37,-70.71,1,2,233,345
Tyto furcata,USA_Massachusetts,MarthaVineyardIsland,41.37,-70.7105,1,NA,220,340
Tyto furcata,USA_Massachusetts,MarthaVineyardIsland,41.37,-70.711,1,2,219,341
Tyto furcata,USA_Massachusetts,MarthaVineyardIsland,41.37,-70.7115,1,NA,217,334
Tyto furcata,USA_Florida,Sebastian,27.79,-80.4805,0,2,221,342
Tyto furcata,USA_Massachusetts,Dedhamisland,42.27,-71.18,0,1,234,350
Tyto furcata,USA_Massachusetts,MassNewton,42.33,-71.21,0,NA,214,340
Tyto furcata,USA_Michigan,Ionia,42.98,-85.07,0,1,222,326
Tyto furcata,USA_Michigan,LapeerCounty,43.1255,-83.1323,0,1,215,337
Tyto furcata,USA_Michigan,Kalamazoo,42.28,-85.59,0,1,215,326
Tyto furcata,USA_Michigan,InghamCounty,42.6,-84.37,0,2,232,342
Tyto furcata,USA_Michigan,LenaweeCounty,41.89,-84.07,0,NA,224,335
Tyto furcata,USA_Michigan,Yprolanti,42.24,-83.61,0,1,222,335
Tyto furcata,USA_Michigan,Kalamazoo,42.28,-85.5905,0,2,228,336
Tyto furcata,USA_Michigan,Bridgewater,42.15,-83.9005,0,2,227,343
Tyto furcata,USA_Michigan,AnnArbor,42.28,-83.7415,0,1,223,327
Tyto furcata,USA_Michigan,Bridgewater,42.15,-83.9015,0,1,220,333
Tyto furcata,USA_Michigan,GrosseIsle,42.13,-83.16,0,1,219,334
Tyto furcata,USA_Michigan,AnnArbor,42.28,-83.742,0,2,233,353
Tyto furcata,USA_Michigan,AnnArbor,42.28,-83.7425,0,1,219,338
Tyto furcata,USA_Michigan,AnnArbor,42.28,-83.7435,0,2,232,357
Tyto furcata,USA_Michigan,AnnArbor,42.28,-83.744,0,2,230,343
Tyto furcata,USA_Michigan,AnnArbor,42.28,-83.745,0,2,223,346
Tyto furcata,USA_Michigan,AnnArbor,42.28,-83.7455,0,2,217,332
Tyto furcata,USA_Michigan,AnnArbor,42.28,-83.74,0,2,221,347
Tyto furcata,USA_Michigan,WayneCo,42.28,-83.26,0,2,211,347
Tyto furcata,USA_Michigan,ThreeOaks,41.8,-86.61,0,NA,208,336
Tyto furcata,USA_Michigan,RiverRouge,42.27,-83.13,0,NA,233,350
Tyto furcata,USA_Michigan,ImlayCity,43.04,-83.08,0,2,224,326
Tyto furcata,USA_Michigan,Capac,43,-82.93,0,2,225,343
Tyto furcata,USA_Michigan,Ionia,42.98,-85.0705,0,2,233,345
Tyto furcata,USA_Michigan,Amble,43.43,-85.39,0,2,224,338
Tyto furcata,USA_Michigan,Detroit,42.36,-83.09,0,2,235,341
Tyto furcata,USA_Minnesota,Mound,44.94,-93.66,0,2,211,347
Tyto furcata,USA_Minnesota,Harmony,43.55,-92,0,2,202,334
Tyto furcata,USA_Minnesota,LakeMinnetonka,44.9,-93.61,0,1,219,347
Tyto furcata,USA_Minnesota,ElmoreMN,43.5,-94.08,0,1,234,336
Tyto furcata,USA_Minnesota,StPaulMN,44.94,-93.08,0,NA,219,351
Tyto furcata,USA_Mississippi,Canton,32.61,-90.03,0,2,222,354
Tyto furcata,USA_Mississippi,Gulfport,30.38,-89.09,0,2,223,317
Tyto furcata,USA_Missouri,Clinton,38.37,-93.75,0,2,233,350
Tyto furcata,USA_Missouri,StoddardCo,36.86,-89.95,0,1,224,350
Tyto furcata,USA_Missouri,Turner,36.72,-90.4,0,NA,225,332
Tyto furcata,USA_Montana,Missoula,46.87,-114,0,NA,214,331
Tyto furcata,USA_Nebraska,Kearney,40.7,-99.08,0,2,232,336
Tyto furcata,USA_Nebraska,Lincoln,40.83,-96.68,0,1,230,345
Tyto furcata,USA_Nebraska,ElmCreek,40.72,-99.37,0,1,234,332
Tyto furcata,USA_Nebraska,WhitneyNE,42.71,-103.14,0,1,218,345
Tyto furcata,USA_Nebraska,Hershey,41.16,-101,0,2,220,354
Tyto furcata,USA_Nebraska,Axtell,40.48,-99.13,0,1,208,321
Tyto furcata,USA_Nevada,Reno,39.65,-119.68,0,1,205,334
Tyto furcata,USA_Nevada,CarsonCity,39.27,-119.6405,0,2,219,341
Tyto furcata,USA_Nevada,WashoeCo,40.85,-119.68,0,2,221,341
Tyto furcata,USA_Nevada,Fallon,39.47,-118.78,0,1,216,326
Tyto furcata,USA_Nevada,CarsonCity,39.27,-119.64,0,1,217,334
Tyto furcata,USA_New_Jersey,Mahwah,41.089,-74.144,0,NA,216,328
Tyto furcata,USA_New_Jersey,Flemington,40.51,-74.86,0,1,220,347
Tyto furcata,USA_New_Jersey,Hunterdon,40.57,-74.92,0,1,219,344
Tyto furcata,USA_New_Jersey,Monmouth,40.29,-74.15,0,2,238,346
Tyto furcata,USA_New_Jersey,CapeMayPt,38.95,-74.93,1,NA,230,327
Tyto furcata,USA_New_Jersey,CapeMayPt,38.95,-74.9305,1,NA,210,326
Tyto furcata,USA_New_Jersey,Goshen,39.14,-74.85,0,2,217,335
Tyto furcata,USA_New_Jersey,MountEphraim,39.88,-75.09,0,1,223,338
Tyto furcata,USA_New_Jersey,SalemNuclearPowerStation,39.48,-75.51,0,1,228,340
Tyto furcata,USA_New_Jersey,Westcreek,39.63,-74.31,0,2,213,334
Tyto furcata,USA_New_Jersey,NewJersey,40,-74.5,0,NA,219,355
Tyto furcata,USA_New_Jersey,ScuddersFalls,40.27,-74.81,0,NA,231,323
Tyto furcata,USA_New_Jersey,WarrenTownship,40.65,-74.46,0,NA,226,303
Tyto furcata,USA_New_Jersey,Camden,39.93,-75.11,0,2,251,355
Tyto furcata,USA_New_Jersey,Leonia,40.86,-73.99,0,2,256,352
Tyto furcata,USA_New_Jersey,TomsRiver,39.96,-74.2,0,2,227,359
Tyto furcata,USA_New_Jersey,Tuckerton,39.6,-74.33,0,2,236,354
Tyto furcata,USA_New_Jersey,Gloucester,39.79,-75.03,0,2,226,350
Tyto furcata,USA_New_Jersey,Barnegat,39.75,-74.27,0,1,247,348
Tyto furcata,USA_New_Jersey,Princeton,40.36,-74.66,0,1,233,325
Tyto furcata,USA_New_Jersey,Gloucester,39.79,-75.0305,0,2,234,345
Tyto furcata,USA_New_Jersey,Gloucester,39.79,-75.031,0,1,226,343
Tyto furcata,USA_New_Jersey,Belmar,40.18,-74.02,0,2,233,346
Tyto furcata,USA_New_Jersey,Gloucester,39.79,-75.0315,0,2,228,350
Tyto furcata,USA_New_Jersey,Gloucester,39.79,-75.032,0,1,227,348
Tyto furcata,USA_New_Jersey,Gloucester,39.79,-75.0325,0,2,210,336
Tyto furcata,USA_New_Jersey,Gloucester,39.79,-75.033,0,2,234,337
Tyto furcata,USA_New_Jersey,NewJersey,40.86,-74,0,2,221,343
Tyto furcata,USA_New_Jersey,NewJersey,39.84,-74.19,0,1,229,336
Tyto furcata,USA_New_Mexico,Albuquerque,35.05,-106.6705,0,2,205,340
Tyto furcata,USA_New_Mexico,Corrales,35.24,-106.62,0,1,221,335
Tyto furcata,USA_New_Mexico,Leasburg,32.48,-106.92,0,2,245,347
Tyto furcata,USA_New_Mexico,Dexter,33.197,-104.372,0,2,233,331
Tyto furcata,USA_New_Mexico,Carisbad,32.41,-104.2305,0,2,206,292
Tyto furcata,USA_New_Mexico,Carisbad,32.41,-104.231,0,1,227,343
Tyto furcata,USA_New_Mexico,Carisbad,32.41,-104.2315,0,2,230,352
Tyto furcata,USA_New_Mexico,RadiumSprings,32.48,-106.91,0,1,210,332
Tyto furcata,USA_New_Mexico,RadiumSprings,32.48,-106.9105,0,2,206,355
Tyto furcata,USA_New_Mexico,Datil,34.14,-107.84,0,1,219,338
Tyto furcata,USA_New_Mexico,LaJoya,34.34,-106.85,0,1,216,336
Tyto furcata,USA_New_Mexico,LaJoya,34.34,-106.8505,0,2,217,331
Tyto furcata,USA_New_Mexico,LaUnion,31.95,-106.65,0,2,226,331
Tyto furcata,USA_New_Mexico,LaUnion,31.95,-106.6505,0,NA,215,345
Tyto furcata,USA_New_Mexico,DonaAnaCo,32.26,-106.79,0,2,220,355
Tyto furcata,USA_New_Mexico,Deming,32.25,-107.75,0,1,204,330
Tyto furcata,USA_New_Mexico,Mesilla,32.26,-106.8,0,NA,217,344
Tyto furcata,USA_New_Mexico,Mesilla,32.26,-106.8005,0,NA,215,326
Tyto furcata,USA_New_Mexico,SilverCity,32.73,-108.38,0,2,220,359
Tyto furcata,USA_New_Mexico,Deming,32.25,-107.7505,0,1,221,340
Tyto furcata,USA_New_Mexico,Deming,32.25,-107.751,0,2,208,359
Tyto furcata,USA_New_Mexico,Corralitos,32.38,-107.04,0,2,223,320
Tyto furcata,USA_New_Mexico,Almogordo,32.8995,-105.9603,0,1,217,342
Tyto furcata,USA_New_Mexico,Edgewood,35.04,-106.11,0,2,217,344
Tyto furcata,USA_New_Mexico,Albuquerque,35.05,-106.671,0,NA,230,347
Tyto furcata,USA_New_Mexico,Carisbad,32.41,-104.232,0,1,209,328
Tyto furcata,USA_New_Mexico,Lemitaran,34.1575,-106.9182,0,1,225,341
Tyto furcata,USA_New_Mexico,MangusSprings,32.5358,-108.356,0,2,222,341
Tyto furcata,USA_New_Mexico,Barnalillo,34.8772,-106.7139,0,1,210,342
Tyto furcata,USA_New_Mexico,Deming,32.25,-107.7515,0,NA,209,331
Tyto furcata,USA_New_Mexico,Albuquerque,35.05,-106.6715,0,2,202,347
Tyto furcata,USA_New_Mexico,Carisbad,32.41,-104.2325,0,2,233,338
Tyto furcata,USA_New_Mexico,Albuquerque,35.05,-106.672,0,2,213,337
Tyto furcata,USA_New_Mexico,SantaAnaPueblo,35.3569,-106.5294,0,2,202,333
Tyto furcata,USA_New_Mexico,Bernalillo,35.5279,-106.436,0,2,227,343
Tyto furcata,USA_New_Mexico,Albuquerque,35.05,-106.6725,0,2,225,342
Tyto furcata,USA_New_Mexico,Belen,34.6628,-106.776,0,2,245,342
Tyto furcata,USA_New_Mexico,Albuquerque,35.05,-106.673,0,1,218,331
Tyto furcata,USA_New_Mexico,Deming,32.25,-107.752,0,1,218,344
Tyto furcata,USA_New_Mexico,Moriarty,35,-106.05,0,2,220,340
Tyto furcata,USA_New_Mexico,SilverCity,32.73,-108.3805,0,1,218,349
Tyto furcata,USA_New_Mexico,SilverCity,32.73,-108.381,0,1,215,351
Tyto furcata,USA_New_Mexico,Belen,34.6628,-106.7765,0,2,232,343
Tyto furcata,USA_New_Mexico,Mutt,32.5723,-107.3797,0,1,214,339
Tyto furcata,USA_New_Mexico,Hobbsarea,32.7026,-103.137,0,2,234,351
Tyto furcata,USA_New_Mexico,Bernardo,34.6992,-106.8051,0,2,229,351
Tyto furcata,USA_New_Mexico,Clovis,34.4117,-103.197,0,2,244,346
Tyto furcata,USA_New_Mexico,Portales,34.1794,-103.3443,0,2,230,346
Tyto furcata,USA_New_Mexico,Albuquerque,35.05,-106.6735,0,1,229,347
Tyto furcata,USA_New_Mexico,Belen,34.6628,-106.777,0,1,222,325
Tyto furcata,USA_New_Mexico,Clovis,34.4117,-103.1965,0,2,222,336
Tyto furcata,USA_New_Mexico,Hobbsarea,32.7026,-103.1365,0,2,211,344
Tyto furcata,USA_New_Mexico,Clovis,34.4117,-103.1975,0,2,212,337
Tyto furcata,USA_New_Mexico,Albuquerque,35.05,-106.674,0,2,208,332
Tyto furcata,USA_New_Mexico,Hatch,32.6651,-107.0346,0,1,202,341
Tyto furcata,USA_New_Mexico,IsletaPueblo,34.912,-106.6808,0,1,215,323
Tyto furcata,USA_New_Mexico,Almogordo,32.8995,-105.9608,0,2,217,333
Tyto furcata,USA_New_Mexico,Albuquerque,35.05,-106.67,0,2,219,333
Tyto furcata,USA_New_Mexico,Almogordo,32.8995,-105.9613,0,1,214,338
Tyto furcata,USA_New_Mexico,Artesia,32.842,-104.4047,0,1,219,323
Tyto furcata,USA_New_Mexico,IsletaPueblo,34.912,-106.6813,0,1,229,340
Tyto furcata,USA_New_Mexico,Deming,32.25,-107.7525,0,1,215,333
Tyto furcata,USA_New_Mexico,Carisbad,32.41,-104.2335,0,2,225,334
Tyto furcata,USA_New_York,Brooklyn,40.63,-74.02,1,NA,227,342
Tyto furcata,USA_New_York,Bronx,40.85,-73.8605,0,1,216,330
Tyto furcata,USA_New_York,Catskill,42.22,-73.87,0,1,227,340
Tyto furcata,USA_New_York,Manhattan,40.78,-73.97,0,2,242,339
Tyto furcata,USA_New_York,JFKAirport,40.65,-73.76,0,2,243,343
Tyto furcata,USA_New_York,Horseheads,42.14,-76.76,0,NA,231,338
Tyto furcata,USA_New_York,Ithaca,42.45,-76.5,0,1,207,346
Tyto furcata,USA_New_York,Ithaca,42.45,-76.5005,0,2,219,336
Tyto furcata,USA_New_York,ButtermilkFalls,42.41,-76.52,0,1,226,347
Tyto furcata,USA_New_York,JFKAirport,40.65,-73.7605,1,NA,205,335
Tyto furcata,USA_New_York,JFKAirport,40.65,-73.761,1,NA,199,338
Tyto furcata,USA_New_York,LongIsland,40.82,-73.15,1,NA,226,337
Tyto furcata,USA_New_York,LongIslandCity,40.75,-73.94,1,1,223,345
Tyto furcata,USA_New_York,LongIslandCity,40.75,-73.941,1,2,228,338
Tyto furcata,USA_New_York,Massapequas,40.67,-73.47,0,2,222,342
Tyto furcata,USA_New_York,Manhattan,40.78,-73.9705,0,1,238,349
Tyto furcata,USA_New_York,NWMontezuma,43.03,-76.7,0,1,221,341
Tyto furcata,USA_New_York,PelhamBay,40.85,-73.82,0,2,206,322
Tyto furcata,USA_New_York,Queens,40.7,-73.79,1,NA,238,335
Tyto furcata,USA_New_York,Watkins,42.39,-76.88,0,1,208,348
Tyto furcata,USA_New_York,Watkins,42.39,-76.8805,0,2,232,357
Tyto furcata,USA_New_York,NewYorkCity,40.74,-73.88,0,NA,231,322
Tyto furcata,USA_New_York,Queens,40.7,-73.7905,1,1,205,285
Tyto furcata,USA_New_York,Queens,40.7,-73.791,1,2,195,293
Tyto furcata,USA_New_York,Buffalo,42.89,-78.8705,0,2,214,304
Tyto furcata,USA_New_York,Buffalo,42.89,-78.871,0,2,219,308
Tyto furcata,USA_New_York,Cattaragus,42.32,-78.86,0,1,228,346
Tyto furcata,USA_New_York,Buffalo,42.89,-78.8715,0,NA,210,336
Tyto furcata,USA_New_York,Lackawanna,42.75,-78.78,0,NA,243,348
Tyto furcata,USA_New_York,Buffalo,42.89,-78.872,0,1,215,342
Tyto furcata,USA_New_York,Buffalo,42.89,-78.8725,0,NA,213,340
Tyto furcata,USA_New_York,WesternNY,42.7,-77.4,0,NA,210,335
Tyto furcata,USA_New_York,Buffalo,42.89,-78.87,0,NA,201,328
Tyto furcata,USA_New_York,Queens,40.7,-73.7915,1,2,219,337
Tyto furcata,USA_New_York,Ludlowville,42.55,-76.53,0,1,213,335
Tyto furcata,USA_North_Carolina,PeaIsland,35.75,-75.51,1,2,230,337
Tyto furcata,USA_North_Carolina,MonroeTWS,34.99,-80.53,0,1,213,349
Tyto furcata,USA_North_Carolina,Corolla,36.375,-75.8305,0,2,231,349
Tyto furcata,USA_North_Carolina,Corolla,36.375,-75.831,0,NA,239,341
Tyto furcata,USA_North_Carolina,Corolla,36.375,-75.83,0,1,221,335
Tyto furcata,USA_North_Carolina,Raleigh,35.772,-78.639,0,2,230,349
Tyto furcata,USA_North_Carolina,PeaIsland,35.75,-75.5105,1,2,228,331
Tyto furcata,USA_North_Carolina,Waterlily,36.36,-75.94,0,1,219,325
Tyto furcata,USA_North_Carolina,Overhills,35.22,-79.02,0,1,218,343
Tyto furcata,USA_North_Carolina,Thelma,36.47,-77.79,0,2,218,318
Tyto furcata,USA_North_Carolina,PeaIsland,35.75,-75.511,1,1,220,336
Tyto furcata,USA_North_Carolina,PeaIsland,35.75,-75.5115,1,1,221,348
Tyto furcata,USA_North_Carolina,PeaIsland,35.75,-75.512,1,1,217,342
Tyto furcata,USA_North_Carolina,PeaIsland,35.75,-75.5125,1,2,242,359
Tyto furcata,USA_Ohio,Annapolis,40.38,-80.76,0,1,225,325
Tyto furcata,USA_Ohio,Cleveland,41.47,-81.7105,0,1,214,339
Tyto furcata,USA_Ohio,Cleveland,41.47,-81.711,0,2,218,333
Tyto furcata,USA_Ohio,Circleville,39.64,-83.0305,0,2,227,335
Tyto furcata,USA_Ohio,Circleville,39.64,-83.03,0,1,225,329
Tyto furcata,USA_Ohio,Wooster,40.81,-81.93,0,2,224,343
Tyto furcata,USA_Ohio,Bratenhal,41.54,-81.62,0,1,235,347
Tyto furcata,USA_Ohio,Thompson,41.67,-81.0505,0,1,232,354
Tyto furcata,USA_Ohio,Painesville,41.72,-81.24,0,1,215,337
Tyto furcata,USA_Ohio,Cleveland,41.47,-81.712,0,1,219,328
Tyto furcata,USA_Ohio,WellingtonOH,41.16,-82.22,0,1,228,353
Tyto furcata,USA_Ohio,Cleveland,41.47,-81.7125,0,1,215,332
Tyto furcata,USA_Ohio,KirtlandHills,41.62,-81.32,0,1,221,330
Tyto furcata,USA_Ohio,BowlingGreen,41.38,-83.65,0,1,225,331
Tyto furcata,USA_Ohio,Cleveland,41.47,-81.713,0,1,220,332
Tyto furcata,USA_Ohio,PortageCo,41.17,-81.2,0,1,216,338
Tyto furcata,USA_Ohio,WellingtonOH,41.16,-82.2205,0,2,226,333
Tyto furcata,USA_Ohio,Thompson,41.67,-81.05,0,2,220,342
Tyto furcata,USA_Ohio,Cleveland,41.47,-81.7135,0,2,231,346
Tyto furcata,USA_Ohio,RavennaOH,41.16,-81.24,0,2,229,357
Tyto furcata,USA_Ohio,ColumbiaTownship,41.31,-81.92,0,1,228,346
Tyto furcata,USA_Ohio,Westlake,41.45,-81.92,0,1,220,327
Tyto furcata,USA_Ohio,MentorOH,41.66,-81.34,0,1,244,339
Tyto furcata,USA_Ohio,AvonOH,41.45,-82.03,0,2,230,342
Tyto furcata,USA_Ohio,HuntingValley,41.49,-81.4,0,2,225,355
Tyto furcata,USA_Ohio,PortageCo,41.17,-81.2005,0,2,225,335
Tyto furcata,USA_Ohio,Ashtabulo,41.89,-80.76,0,2,237,331
Tyto furcata,USA_Ohio,Lakewood,41.48,-81.8,0,2,226,347
Tyto furcata,USA_Ohio,Brecksville,41.31,-81.63,0,2,229,359
Tyto furcata,USA_Ohio,HuntingValley,41.49,-81.4005,0,2,217,342
Tyto furcata,USA_Ohio,Cleveland,41.47,-81.714,0,2,225,332
Tyto furcata,USA_Ohio,PortageCo,41.17,-81.201,0,2,230,340
Tyto furcata,USA_Ohio,AuroraPond,41.32,-81.39,0,2,219,336
Tyto furcata,USA_Ohio,VermillionOH,41.42,-82.36,0,2,231,352
Tyto furcata,USA_Ohio,OttawaCo,41.54,-83.1605,0,NA,215,313
Tyto furcata,USA_Ohio,AuroraPond,41.32,-81.391,0,1,219,341
Tyto furcata,USA_Ohio,PortageCo,41.17,-81.2015,0,2,232,348
Tyto furcata,USA_Ohio,ParmaOH,41.4,-81.72,0,2,229,347
Tyto furcata,USA_Ohio,PortageCo,41.17,-81.202,0,2,218,353
Tyto furcata,USA_Ohio,PortageCo,41.17,-81.2025,0,2,220,335
Tyto furcata,USA_Ohio,PortageCo,41.17,-81.203,0,2,230,351
Tyto furcata,USA_Ohio,AuroraPond,41.32,-81.3905,0,NA,223,332
Tyto furcata,USA_Ohio,PortageCo,41.17,-81.2035,0,NA,220,331
Tyto furcata,USA_Ohio,MentorOH,41.66,-81.3405,0,NA,232,336
Tyto furcata,USA_Ohio,KirtlandHills,41.62,-81.3205,0,NA,219,350
Tyto furcata,USA_Ohio,Cleveland,41.47,-81.71,0,NA,240,362
Tyto furcata,USA_Ohio,HighlandsHeightsVillage,41.55,-81.47,0,NA,209,349
Tyto furcata,USA_Ohio,Oberlin,41.28,-82.21,0,1,210,333
Tyto furcata,USA_Ohio,LondonOH,39.89,-83.44,0,NA,227,336
Tyto furcata,USA_Ohio,BuckeyeLake,39.94,-82.47,0,NA,224,343
Tyto furcata,USA_Ohio,UnionOH,39.97,-82.52,0,2,239,360
Tyto furcata,USA_Ohio,FayetteCo,39.56,-83.45,0,1,210,331
Tyto furcata,USA_Ohio,FayetteCo,39.56,-83.4505,0,1,220,330
Tyto furcata,USA_Ohio,FayetteCo,39.56,-83.451,0,2,219,338
Tyto furcata,USA_Ohio,Waverly,39.12,-82.98,0,2,230,315
Tyto furcata,USA_Ohio,Waverly,39.12,-82.981,0,2,236,347
Tyto furcata,USA_Ohio,FayetteCo,39.56,-83.4515,0,2,230,335
Tyto furcata,USA_Ohio,Leetonia,40.88,-80.76,0,1,218,330
Tyto furcata,USA_Ohio,BuckeyeLake,39.94,-82.471,0,2,225,362
Tyto furcata,USA_Ohio,ErieCo,41.36,-82.62,0,1,235,331
Tyto furcata,USA_Ohio,BuckeyeLake,39.94,-82.4705,0,2,228,337
Tyto furcata,USA_Ohio,JeffersonOH,41.74,-80.77,0,1,225,335
Tyto furcata,USA_Ohio,Pickaway,39.52,-82.92,0,1,220,342
Tyto furcata,USA_Ohio,BassIsland,41.65,-82.82,0,1,212,333
Tyto furcata,USA_Ohio,WashingtonTownship,39.62,-84.16,0,1,194,328
Tyto furcata,USA_Ohio,Columbus,39.95,-82.99,0,2,221,343
Tyto furcata,USA_Ohio,OttawaCo,41.54,-83.16,0,2,249,348
Tyto furcata,USA_Ohio,Worthington,40.1,-83.0105,0,1,201,334
Tyto furcata,USA_Ohio,Worthington,40.1,-83.011,0,1,231,341
Tyto furcata,USA_Ohio,Jackson,39.85,-83.07,0,2,222,347
Tyto furcata,USA_Ohio,Oberlin,41.28,-82.2105,0,NA,228,329
Tyto furcata,USA_Ohio,SullivanOH,41.02,-82.22,0,2,222,347
Tyto furcata,USA_Ohio,Oberlin,41.28,-82.211,0,NA,246,316
Tyto furcata,USA_Ohio,MuskingumCo,39.97,-81.95,0,NA,214,332
Tyto furcata,USA_Ohio,FranklinCo,39.97,-83.0105,0,NA,227,311
Tyto furcata,USA_Ohio,Lanier,39.7,-84.53,0,2,237,346
Tyto furcata,USA_Ohio,Westerville,40.12,-82.93,0,1,222,332
Tyto furcata,USA_Ohio,FranklinCo,39.97,-83.011,0,NA,210,334
Tyto furcata,USA_Ohio,HamiltonCo,39.2,-84.54,0,NA,218,320
Tyto furcata,USA_Ohio,CambridgeOH,40.02,-81.58,0,1,202,340
Tyto furcata,USA_Oklahoma,CheyenneOK,35.61,-99.67,0,1,216,342
Tyto furcata,USA_Oklahoma,OklahomaCity,35.48,-97.45,0,1,233,328
Tyto furcata,USA_Oklahoma,Tonkawa,36.68,-97.31,0,NA,230,322
Tyto furcata,USA_Oklahoma,Freedom,36.77,-99.11,0,1,219,344
Tyto furcata,USA_Oklahoma,CherokeeOK,36.76,-98.37,0,2,230,344
Tyto furcata,USA_Oklahoma,Goldehy,35,-97.73,0,1,224,337
Tyto furcata,USA_Oklahoma,Norman,35.22,-97.45,0,2,229,334
Tyto furcata,USA_Oklahoma,ClevelandCo,35.22,-97.34,0,2,216,349
Tyto furcata,USA_Oklahoma,Norman,35.22,-97.4505,0,1,221,344
Tyto furcata,USA_Oklahoma,Norman,35.22,-97.451,0,NA,220,336
Tyto furcata,USA_Oklahoma,ClevelandCo,35.22,-97.3405,0,2,225,328
Tyto furcata,USA_Oklahoma,CarterCounty,34.23,-97.29,0,2,222,325
Tyto furcata,USA_Oklahoma,Unioncity,35.4,-97.91,0,2,234,340
Tyto furcata,USA_Oklahoma,Bartleville,36.74,-95.93,0,2,230,353
Tyto furcata,USA_Oklahoma,Bartleville,36.74,-95.9305,0,1,219,339
Tyto furcata,USA_Oklahoma,NorthernOklahoma,36.57,-98,0,2,224,336
Tyto furcata,USA_Oregon,Corvallis,44.57,-123.27,0,2,220,336
Tyto furcata,USA_Oregon,Portland,45.54,-122.5,0,1,223,325
Tyto furcata,USA_Oregon,Gervais,45.1,-122.9,0,2,210,290
Tyto furcata,USA_Oregon,KlamathFalls,42.22,-121.78,0,1,216,327
Tyto furcata,USA_Oregon,Burns,43.58,-119.06,0,2,228,346
Tyto furcata,USA_Oregon,PrincetonOR,43.03,-118.31,0,1,220,352
Tyto furcata,USA_Oregon,Yachats,44.31,-124.1,0,2,226,334
Tyto furcata,USA_Oregon,Pendleton,45.67,-118.8,0,2,230,339
Tyto furcata,USA_Oregon,Milwaukie,45.44,-122.62,0,2,219,344
Tyto furcata,USA_Oregon,Milwaukie,45.44,-122.6205,0,2,222,335
Tyto furcata,USA_Oregon,DeerIsland,45.93,-122.84,0,2,222,344
Tyto furcata,USA_Oregon,Merrill,42.02,-121.61,0,2,229,347
Tyto furcata,USA_Oregon,WoodburnOR,45.15,-122.85,0,2,221,346
Tyto furcata,USA_Oregon,Portland,45.54,-122.5005,0,1,212,339
Tyto furcata,USA_Oregon,Portland,45.54,-122.5015,0,2,202,346
Tyto furcata,USA_Oregon,Portland,45.54,-122.502,0,2,215,340
Tyto furcata,USA_Oregon,WoodburnOR,45.15,-122.8505,0,1,211,333
Tyto furcata,USA_Oregon,MiltonFreewater,45.93,-118.38,0,1,221,343
Tyto furcata,USA_Oregon,Pendleton,45.67,-118.8005,0,1,212,336
Tyto furcata,USA_Oregon,CedarMills,45.53,-122.8,0,2,232,323
Tyto furcata,USA_Oregon,Corvallis,44.57,-123.2705,0,1,210,326
Tyto furcata,USA_Oregon,OntarioOR,44,-117.03,0,2,230,349
Tyto furcata,USA_Oregon,Eugene,44.03,-123.05,0,1,216,333
Tyto furcata,USA_Oregon,PolkCo,44.91,-123.42,0,2,226,351
Tyto furcata,USA_Oregon,Burns,43.58,-119.061,0,2,226,351
Tyto furcata,USA_Oregon,Burns,43.58,-119.0605,0,2,225,334
Tyto furcata,USA_Oregon,Malheur,43.21,-117.63,0,1,220,323
Tyto furcata,USA_Oregon,SalemOR,44.91,-122.58,0,2,206,338
Tyto furcata,USA_Oregon,Corvallis,44.57,-123.271,0,1,230,342
Tyto furcata,USA_Oregon,Corvallis,44.57,-123.2715,0,2,220,345
Tyto furcata,USA_Oregon,Corvallis,44.57,-123.272,0,2,209,348
Tyto furcata,USA_Oregon,KlamathFalls,42.22,-121.7805,0,1,204,339
Tyto furcata,USA_Oregon,Pendleton,45.67,-118.801,0,2,233,337
Tyto furcata,USA_Oregon,Corvallis,44.57,-123.2725,0,2,213,337
Tyto furcata,USA_Oregon,Corvallis,44.57,-123.273,0,1,210,332
Tyto furcata,USA_Oregon,Bandon,43.11,-124.41,0,2,223,337
Tyto furcata,USA_Pennsylvania,Philadelphia,39.95,-75.17,0,1,247,355
Tyto furcata,USA_Pennsylvania,Philadelphia,39.95,-75.171,0,NA,205,340
Tyto furcata,USA_Pennsylvania,Philadelphia,39.95,-75.1715,0,2,239,360
Tyto furcata,USA_Pennsylvania,Philadelphia,39.95,-75.172,0,1,230,331
Tyto furcata,USA_Pennsylvania,Philadelphia,39.95,-75.1725,0,2,233,343
Tyto furcata,USA_Pennsylvania,PortKennedy,40.1,-75.42,0,1,216,336
Tyto furcata,USA_Pennsylvania,Aliquippa,40.61,-80.26,0,2,219,317
Tyto furcata,USA_Pennsylvania,Bavington,40.69,-80.6,0,2,237,346
Tyto furcata,USA_Pennsylvania,Bethlehem,40.61,-75.36,0,1,219,334
Tyto furcata,USA_Pennsylvania,Hickory,40.3,-80.31,0,2,241,345
